date,city,state,pm25,pm10,no2,nh3,so2,co,o3,temperature,humidity,aqi
2025-04-09,Vadodara,Gujarat,94.3,141.5,40.3,7.3,6.7,25.2,9.5,28.2,74.2,141
2025-04-16,Vadodara,Gujarat,97.0,145.5,40.9,5.0,6.2,29.3,41.9,29.3,73.5,145
2025-04-23,Vadodara,Gujarat,107.4,161.1,44.9,2.8,15.3,47.0,11.7,30.4,72.6,161
2025-04-30,Vadodara,Gujarat,115.6,173.4,48.2,8.8,12.8,23.0,24.6,31.4,71.6,173
2025-05-07,Vadodara,Gujarat,111.0,166.4,46.3,3.4,21.2,42.7,41.2,32.2,70.4,166
2025-05-14,Vadodara,Gujarat,121.8,182.6,51.1,3.0,15.3,36.2,24.4,33.0,69.0,182
2025-05-21,Vadodara,Gujarat,116.1,174.1,49.3,9.4,15.7,53.0,24.1,33.7,67.5,174
2025-05-28,Vadodara,Gujarat,112.1,168.1,48.4,8.4,15.6,31.1,45.1,34.2,65.8,168
2025-06-04,Vadodara,Gujarat,107.2,160.7,47.2,9.4,16.5,43.3,28.1,34.6,64.1,160
2025-06-11,Vadodara,Gujarat,103.1,154.7,46.6,6.5,14.1,37.4,41.0,34.9,62.4,154
2025-06-18,Vadodara,Gujarat,91.2,136.9,42.5,5.3,12.8,15.7,36.6,35.0,60.6,136
2025-06-25,Vadodara,Gujarat,97.3,146.0,47.0,8.2,20.2,18.6,42.3,35.0,58.8,145
2025-07-02,Vadodara,Gujarat,95.6,143.3,48.0,4.6,5.6,51.5,42.6,34.8,57.0,143
2025-07-09,Vadodara,Gujarat,77.7,116.6,40.9,2.8,17.1,39.1,46.0,34.5,55.2,116
2025-07-16,Vadodara,Gujarat,66.1,99.2,36.5,5.1,7.9,51.0,34.8,34.0,53.6,99
2025-07-23,Vadodara,Gujarat,68.2,102.3,39.7,3.0,13.2,51.8,14.4,33.5,52.0,102
2025-07-30,Vadodara,Gujarat,71.8,107.7,44.3,8.3,14.3,38.1,5.0,32.7,50.5,107
2025-08-06,Vadodara,Gujarat,73.3,110.0,48.1,5.6,18.5,64.7,42.3,31.9,49.2,110
2025-08-13,Vadodara,Gujarat,70.6,105.9,49.4,8.1,7.1,90.1,32.6,31.0,48.0,105
2025-08-20,Vadodara,Gujarat,61.4,92.1,45.9,8.7,12.5,42.8,25.2,30.0,47.0,92
2025-08-27,Vadodara,Gujarat,53.1,79.7,42.6,4.8,7.6,48.5,17.1,28.9,46.2,79
2025-09-03,Vadodara,Gujarat,47.2,70.8,40.5,4.3,12.2,43.9,24.0,27.8,45.6,70
2025-09-10,Vadodara,Gujarat,60.4,90.7,55.6,9.9,11.4,33.6,6.5,26.6,45.2,90
2025-09-17,Vadodara,Gujarat,35.4,53.2,34.9,7.5,16.9,59.7,11.2,25.4,45.0,84
2025-09-24,Vadodara,Gujarat,34.0,51.0,35.6,6.1,9.8,54.5,17.0,24.2,45.0,50
2025-10-01,Vadodara,Gujarat,35.3,52.9,39.1,9.2,10.8,31.0,31.2,23.0,45.3,62
2025-10-08,Vadodara,Gujarat,34.0,51.0,39.5,11.7,8.3,24.2,26.7,21.9,45.8,58
2025-10-15,Vadodara,Gujarat,38.1,57.1,45.9,11.2,19.3,32.1,31.3,20.7,46.4,96
2025-10-22,Vadodara,Gujarat,39.5,59.3,48.9,6.5,16.1,38.9,17.9,19.7,47.3,80
2025-10-29,Vadodara,Gujarat,39.5,59.2,49.3,5.7,17.1,66.6,31.8,18.7,48.3,85
2025-11-05,Vadodara,Gujarat,38.0,56.9,47.3,4.0,9.7,75.0,12.8,17.8,49.6,56
2025-11-12,Vadodara,Gujarat,37.9,56.9,46.4,8.7,19.6,33.1,19.9,17.0,50.9,97
2025-11-19,Vadodara,Gujarat,30.1,45.2,35.7,8.0,19.6,63.5,43.5,16.4,52.4,97
2025-11-26,Vadodara,Gujarat,42.0,63.0,47.7,5.1,12.5,71.5,19.4,15.8,54.0,62
2025-12-03,Vadodara,Gujarat,46.2,69.3,49.8,9.4,16.0,55.9,20.7,15.4,55.7,79
2025-12-10,Vadodara,Gujarat,45.8,68.8,46.6,9.0,7.5,48.5,58.3,15.1,57.5,116
2025-12-17,Vadodara,Gujarat,47.4,71.1,45.1,8.2,12.5,43.5,5.0,15.0,59.3,71
2025-12-24,Vadodara,Gujarat,46.1,69.2,41.0,8.5,12.7,41.5,32.5,15.0,61.1,69
2025-01-01,Faridabad,Haryana,62.5,93.7,51.3,12.9,19.6,27.4,20.2,12.2,63.1,98
2025-01-08,Faridabad,Haryana,67.4,101.1,51.7,13.7,16.4,107.1,28.6,12.5,64.9,101
2025-01-15,Faridabad,Haryana,83.1,124.6,59.5,7.1,21.7,33.0,20.4,13.0,66.5,124
2025-01-22,Faridabad,Haryana,75.9,113.9,51.0,4.7,22.2,41.5,23.6,13.6,68.1,113
2025-01-29,Faridabad,Haryana,85.1,127.6,53.6,14.8,18.1,5.0,33.2,14.3,69.6,127
2025-02-05,Faridabad,Haryana,100.5,150.8,59.7,9.8,15.3,52.5,25.4,15.1,70.9,150
2025-02-12,Faridabad,Haryana,90.2,135.3,50.7,15.7,10.9,90.9,14.9,16.1,72.1,135
2025-02-19,Faridabad,Haryana,92.8,139.2,49.6,8.4,19.3,64.7,30.7,17.1,73.0,139
2025-02-26,Faridabad,Haryana,112.1,168.1,57.2,13.0,12.6,95.2,28.1,18.1,73.8,168
2025-03-05,Faridabad,Haryana,113.4,170.2,55.6,11.7,19.1,36.5,21.2,19.3,74.4,170
2025-03-12,Faridabad,Haryana,131.7,197.6,62.2,11.6,21.9,87.8,36.3,20.5,74.8,197
2025-03-19,Faridabad,Haryana,109.7,164.6,50.1,7.4,21.6,38.5,13.0,21.7,75.0,164
2025-03-26,Faridabad,Haryana,140.2,210.3,62.3,14.4,14.3,22.0,23.3,22.9,74.9,210
2025-04-02,Faridabad,Haryana,135.2,202.8,58.8,7.8,18.9,41.2,28.5,24.1,74.7,202
2025-04-09,Faridabad,Haryana,138.7,208.0,59.2,10.8,17.6,78.0,17.8,25.2,74.2,208
2025-04-16,Faridabad,Haryana,141.1,211.7,59.5,11.4,10.9,50.0,15.6,26.3,73.5,211
2025-04-23,Faridabad,Haryana,138.3,207.5,57.8,7.3,10.5,37.2,11.8,27.4,72.6,207
2025-04-30,Faridabad,Haryana,133.5,200.3,55.6,9.2,5.8,19.8,28.5,28.4,71.6,200
2025-05-07,Faridabad,Haryana,128.3,192.4,53.5,6.9,22.8,66.1,11.9,29.2,70.4,192
2025-05-14,Faridabad,Haryana,147.1,220.6,61.8,13.8,19.4,70.2,28.8,30.0,69.0,220
2025-05-21,Faridabad,Haryana,132.2,198.2,56.1,13.4,20.4,69.6,29.7,30.7,67.5,198
2025-05-28,Faridabad,Haryana,142.5,213.8,61.5,9.2,32.4,96.3,12.7,31.2,65.8,213
2025-06-04,Faridabad,Haryana,129.2,193.7,56.9,8.5,11.6,95.6,5.0,31.6,64.1,193
2025-06-11,Faridabad,Haryana,124.0,186.0,56.1,8.5,14.4,66.0,22.7,31.9,62.4,186
2025-06-18,Faridabad,Haryana,121.0,181.5,56.4,11.7,6.0,68.5,24.1,32.0,60.6,181
2025-06-25,Faridabad,Haryana,105.1,157.6,50.7,7.1,11.2,59.7,33.5,32.0,58.8,157
2025-07-02,Faridabad,Haryana,108.6,162.8,54.6,6.2,27.4,16.2,34.7,31.8,57.0,162
2025-07-09,Faridabad,Haryana,117.5,176.3,61.8,9.2,9.0,46.6,30.4,31.5,55.2,176
2025-07-16,Faridabad,Haryana,92.0,138.0,50.8,8.4,28.9,68.4,17.0,31.0,53.6,144
2025-07-23,Faridabad,Haryana,100.5,150.8,58.5,10.8,18.5,27.6,22.1,30.5,52.0,150
2025-07-30,Faridabad,Haryana,95.9,143.8,59.2,7.8,25.7,85.9,22.2,29.7,50.5,143
2025-08-06,Faridabad,Haryana,91.2,136.8,59.8,9.0,17.7,69.8,14.0,28.9,49.2,136
2025-08-13,Faridabad,Haryana,85.0,127.4,59.4,7.2,13.9,88.5,14.0,28.0,48.0,127
2025-08-20,Faridabad,Haryana,68.2,102.3,51.0,7.7,30.5,49.5,33.8,27.0,47.0,152
2025-08-27,Faridabad,Haryana,68.2,102.2,54.6,7.8,22.7,68.3,17.5,25.9,46.2,113
2025-09-03,Faridabad,Haryana,58.9,88.3,50.6,7.0,12.8,46.0,9.6,24.8,45.6,88
2025-09-10,Faridabad,Haryana,70.2,105.3,64.6,10.5,11.8,67.3,10.7,23.6,45.2,105
2025-09-17,Faridabad,Haryana,46.2,69.2,45.4,16.7,20.7,27.9,12.2,22.4,45.0,103
2025-09-24,Faridabad,Haryana,51.8,77.6,54.2,8.0,21.5,63.2,37.2,21.2,45.0,107
2025-10-01,Faridabad,Haryana,56.4,84.6,62.5,12.9,16.6,41.7,16.8,20.0,45.3,84
2025-10-08,Faridabad,Haryana,48.8,73.2,56.7,9.4,18.0,58.5,24.6,18.9,45.8,89
2025-10-15,Faridabad,Haryana,40.9,61.3,49.3,7.3,20.3,69.5,18.2,17.7,46.4,101
2025-10-22,Faridabad,Haryana,47.8,71.7,59.1,4.7,14.5,76.8,17.8,16.7,47.3,72
2025-10-29,Faridabad,Haryana,46.1,69.2,57.6,12.3,15.9,74.6,30.7,15.7,48.3,79
2025-11-05,Faridabad,Haryana,48.9,73.4,60.9,4.5,11.4,55.7,15.1,14.8,49.6,73
2025-11-12,Faridabad,Haryana,47.2,70.8,57.7,8.1,14.2,116.6,18.4,14.0,50.9,71
2025-11-19,Faridabad,Haryana,43.4,65.1,51.5,14.2,12.3,33.8,11.6,13.4,52.4,71
2025-11-26,Faridabad,Haryana,48.6,73.0,55.3,9.8,24.2,61.3,28.9,12.8,54.0,121
2025-12-03,Faridabad,Haryana,60.4,90.6,65.2,14.8,15.8,48.7,32.8,12.4,55.7,90
2025-12-10,Faridabad,Haryana,58.9,88.3,59.8,6.1,18.1,40.2,20.8,12.1,57.5,90
2025-12-17,Faridabad,Haryana,56.6,84.9,53.9,11.9,14.7,48.1,11.8,12.0,59.3,84
2025-12-24,Faridabad,Haryana,62.7,94.1,55.8,6.9,9.2,65.4,18.5,12.0,61.1,94
2025-01-01,Hisar,Haryana,72.1,108.2,59.3,12.2,13.1,48.6,20.9,12.2,63.1,108
2025-01-08,Hisar,Haryana,77.8,116.7,59.6,7.6,7.5,70.0,18.6,12.5,64.9,116
2025-01-15,Hisar,Haryana,76.3,114.4,54.7,4.4,3.1,64.1,5.0,13.0,66.5,114
2025-01-22,Hisar,Haryana,98.3,147.4,65.9,11.5,21.8,63.6,13.8,13.6,68.1,147
2025-01-29,Hisar,Haryana,82.9,124.3,52.2,10.2,26.0,55.2,5.0,14.3,69.6,130
2025-02-05,Hisar,Haryana,85.0,127.5,50.5,8.3,13.7,34.3,20.9,15.1,70.9,127
2025-02-12,Hisar,Haryana,90.1,135.1,50.7,14.5,30.0,77.3,18.3,16.1,72.1,150
2025-02-19,Hisar,Haryana,115.1,172.7,61.6,13.9,16.3,49.8,21.3,17.1,73.0,172
2025-02-26,Hisar,Haryana,120.2,180.3,61.4,8.9,20.9,95.2,33.1,18.1,73.8,180
2025-03-05,Hisar,Haryana,107.7,161.5,52.7,3.1,17.6,72.6,29.3,19.3,74.4,161
2025-03-12,Hisar,Haryana,132.4,198.6,62.5,7.4,20.3,82.2,15.4,20.5,74.8,198
2025-03-19,Hisar,Haryana,108.8,163.2,49.7,8.3,20.9,43.4,24.8,21.7,75.0,163
2025-03-26,Hisar,Haryana,148.5,222.7,66.0,7.5,14.5,31.5,27.9,22.9,74.9,222
2025-04-02,Hisar,Haryana,141.0,211.5,61.3,4.6,17.5,32.4,5.0,24.1,74.7,211
2025-04-09,Hisar,Haryana,154.2,231.3,65.9,13.5,25.6,54.4,19.6,25.2,74.2,231
2025-04-16,Hisar,Haryana,108.2,162.3,45.6,11.7,18.7,10.2,23.9,26.3,73.5,162
2025-04-23,Hisar,Haryana,128.3,192.4,53.6,9.4,19.2,28.5,44.8,27.4,72.6,192
2025-04-30,Hisar,Haryana,145.8,218.7,60.8,7.5,19.5,42.7,17.1,28.4,71.6,218
2025-05-07,Hisar,Haryana,138.9,208.4,58.0,16.6,19.3,36.9,18.0,29.2,70.4,208
2025-05-14,Hisar,Haryana,129.1,193.7,54.2,4.6,4.8,96.1,5.9,30.0,69.0,193
2025-05-21,Hisar,Haryana,143.1,214.7,60.8,2.0,20.6,95.7,8.3,30.7,67.5,214
2025-05-28,Hisar,Haryana,135.8,203.7,58.6,8.9,3.4,63.4,13.7,31.2,65.8,203
2025-06-04,Hisar,Haryana,137.2,205.9,60.5,12.2,14.5,46.8,35.6,31.6,64.1,205
2025-06-11,Hisar,Haryana,119.7,179.6,54.2,12.2,19.8,66.9,9.1,31.9,62.4,179
2025-06-18,Hisar,Haryana,135.0,202.5,62.9,4.6,17.5,66.1,23.4,32.0,60.6,202
2025-06-25,Hisar,Haryana,112.8,169.2,54.5,9.7,6.6,60.2,5.0,32.0,58.8,169
2025-07-02,Hisar,Haryana,114.6,172.0,57.6,6.9,15.3,61.9,18.5,31.8,57.0,171
2025-07-09,Hisar,Haryana,129.0,193.5,67.8,8.2,7.2,7.9,25.0,31.5,55.2,193
2025-07-16,Hisar,Haryana,84.4,126.7,46.6,13.3,18.9,52.6,26.8,31.0,53.6,126
2025-07-23,Hisar,Haryana,100.3,150.5,58.4,8.2,4.1,82.7,15.9,30.5,52.0,150
2025-07-30,Hisar,Haryana,101.9,152.8,62.9,9.7,15.1,12.1,22.3,29.7,50.5,152
2025-08-06,Hisar,Haryana,96.9,145.4,63.6,12.3,19.7,47.5,26.1,28.9,49.2,145
2025-08-13,Hisar,Haryana,84.6,127.0,59.2,5.8,19.2,38.8,16.2,28.0,48.0,126
2025-08-20,Hisar,Haryana,69.2,103.8,51.8,13.5,30.4,68.7,35.6,27.0,47.0,151
2025-08-27,Hisar,Haryana,77.8,116.7,62.4,10.4,11.1,84.3,26.7,25.9,46.2,116
2025-09-03,Hisar,Haryana,67.3,101.0,57.8,7.9,24.6,62.9,24.6,24.8,45.6,123
2025-09-10,Hisar,Haryana,66.9,100.3,61.6,8.4,24.5,56.0,21.0,23.6,45.2,122
2025-09-17,Hisar,Haryana,58.4,87.6,57.5,11.4,14.6,39.5,25.0,22.4,45.0,87
2025-09-24,Hisar,Haryana,64.9,97.4,68.0,10.8,15.4,70.1,35.5,21.2,45.0,97
2025-10-01,Hisar,Haryana,56.2,84.3,62.2,3.8,16.1,64.5,19.2,20.0,45.3,84
2025-10-08,Hisar,Haryana,60.5,90.8,70.3,16.2,15.6,34.1,26.9,18.9,45.8,90
2025-10-15,Hisar,Haryana,45.4,68.1,54.7,10.3,21.3,57.3,19.7,17.7,46.4,106
2025-10-22,Hisar,Haryana,53.9,80.8,66.6,10.6,12.9,46.3,8.7,16.7,47.3,80
2025-10-29,Hisar,Haryana,49.5,74.2,61.8,12.9,17.1,62.2,24.9,15.7,48.3,85
2025-11-05,Hisar,Haryana,55.2,82.8,68.7,8.7,22.3,60.8,23.6,14.8,49.6,111
2025-11-12,Hisar,Haryana,49.4,74.1,60.4,4.6,22.7,97.4,16.1,14.0,50.9,113
2025-11-19,Hisar,Haryana,50.1,75.2,59.4,10.6,16.6,90.7,5.0,13.4,52.4,82
2025-11-26,Hisar,Haryana,47.0,70.4,53.3,3.6,6.6,31.2,35.9,12.8,54.0,71
2025-12-03,Hisar,Haryana,58.8,88.2,63.4,13.8,20.7,66.2,35.0,12.4,55.7,103
2025-12-10,Hisar,Haryana,59.8,89.7,60.7,8.1,16.8,42.6,16.9,12.1,57.5,89
2025-12-17,Hisar,Haryana,57.9,86.9,55.2,8.4,23.5,40.8,13.5,12.0,59.3,117
2025-12-24,Hisar,Haryana,61.4,92.0,54.6,11.9,11.4,34.3,34.8,12.0,61.1,92
2025-01-01,Panipat,Haryana,62.3,93.4,51.2,14.4,11.2,59.8,26.3,12.2,63.1,93
2025-01-08,Panipat,Haryana,75.4,113.1,57.8,2.0,19.2,61.5,26.5,12.5,64.9,113
2025-01-15,Panipat,Haryana,93.7,140.6,67.1,11.1,19.6,60.6,26.4,13.0,66.5,140
2025-01-22,Panipat,Haryana,73.5,110.2,49.3,5.4,20.1,47.9,27.7,13.6,68.1,110
2025-01-29,Panipat,Haryana,93.9,140.8,59.2,9.3,23.9,30.7,9.0,14.3,69.6,140
2025-02-05,Panipat,Haryana,85.8,128.7,51.0,8.5,10.6,70.8,30.6,15.1,70.9,128
2025-02-12,Panipat,Haryana,91.5,137.2,51.5,9.5,20.0,14.4,22.5,16.1,72.1,137
2025-02-19,Panipat,Haryana,98.6,147.9,52.7,8.2,12.8,22.8,16.0,17.1,73.0,147
2025-02-26,Panipat,Haryana,109.8,164.7,56.0,9.5,28.4,52.0,32.6,18.1,73.8,164
2025-03-05,Panipat,Haryana,129.7,194.5,63.5,10.9,10.4,71.1,20.1,19.3,74.4,194
2025-03-12,Panipat,Haryana,117.7,176.5,55.5,8.3,20.7,116.8,18.0,20.5,74.8,176
2025-03-19,Panipat,Haryana,119.1,178.6,54.4,7.4,12.1,100.3,26.6,21.7,75.0,178
2025-03-26,Panipat,Haryana,107.7,161.6,47.9,5.1,11.3,59.1,6.8,22.9,74.9,161
2025-04-02,Panipat,Haryana,161.4,242.1,70.1,8.0,24.6,49.1,13.9,24.1,74.7,242
2025-04-09,Panipat,Haryana,138.5,207.7,59.1,3.0,18.6,47.4,16.9,25.2,74.2,207
2025-04-16,Panipat,Haryana,134.6,201.9,56.7,12.0,16.9,86.0,5.0,26.3,73.5,201
2025-04-23,Panipat,Haryana,134.7,202.0,56.3,2.0,14.1,87.6,22.4,27.4,72.6,202
2025-04-30,Panipat,Haryana,151.2,226.8,63.0,5.4,16.1,57.6,17.1,28.4,71.6,226
2025-05-07,Panipat,Haryana,145.0,217.4,60.5,8.7,9.5,82.0,31.3,29.2,70.4,217
2025-05-14,Panipat,Haryana,139.2,208.7,58.4,12.3,17.1,52.8,26.4,30.0,69.0,208
2025-05-21,Panipat,Haryana,142.3,213.4,60.4,6.6,10.3,102.6,27.2,30.7,67.5,213
2025-05-28,Panipat,Haryana,153.2,229.8,66.1,8.5,15.2,66.7,19.2,31.2,65.8,229
2025-06-04,Panipat,Haryana,130.3,195.4,57.4,11.4,24.2,38.5,21.4,31.6,64.1,195
2025-06-11,Panipat,Haryana,128.1,192.2,57.9,8.6,4.8,18.8,24.2,31.9,62.4,192
2025-06-18,Panipat,Haryana,120.3,180.5,56.1,7.9,15.0,9.7,5.1,32.0,60.6,180
2025-06-25,Panipat,Haryana,119.7,179.6,57.8,8.9,21.7,51.3,27.7,32.0,58.8,179
2025-07-02,Panipat,Haryana,98.4,147.6,49.5,13.3,23.2,69.7,24.6,31.8,57.0,147
2025-07-09,Panipat,Haryana,111.7,167.6,58.7,9.1,18.0,65.2,19.4,31.5,55.2,167
2025-07-16,Panipat,Haryana,109.6,164.3,60.5,11.7,23.1,90.1,13.7,31.0,53.6,164
2025-07-23,Panipat,Haryana,89.5,134.3,52.1,7.3,24.4,81.9,27.8,30.5,52.0,134
2025-07-30,Panipat,Haryana,82.7,124.0,51.0,9.4,14.1,30.8,24.2,29.7,50.5,124
2025-08-06,Panipat,Haryana,72.4,108.5,47.5,14.7,15.1,37.4,8.4,28.9,49.2,108
2025-08-13,Panipat,Haryana,75.9,113.8,53.1,4.7,19.2,46.2,19.4,28.0,48.0,113
2025-08-20,Panipat,Haryana,81.1,121.7,60.7,5.3,12.4,22.6,23.8,27.0,47.0,121
2025-08-27,Panipat,Haryana,75.7,113.6,60.7,4.1,12.0,57.0,17.1,25.9,46.2,113
2025-09-03,Panipat,Haryana,67.5,101.2,58.0,5.8,30.5,76.6,28.1,24.8,45.6,152
2025-09-10,Panipat,Haryana,59.7,89.6,55.0,10.5,22.8,69.2,9.9,23.6,45.2,114
2025-09-17,Panipat,Haryana,51.0,76.4,50.1,9.4,11.9,103.1,23.2,22.4,45.0,76
2025-09-24,Panipat,Haryana,65.7,98.6,68.8,5.5,11.5,32.3,17.1,21.2,45.0,98
2025-10-01,Panipat,Haryana,50.9,76.3,56.4,8.7,11.2,44.1,24.0,20.0,45.3,76
2025-10-08,Panipat,Haryana,48.6,72.9,56.5,16.3,15.4,67.1,17.9,18.9,45.8,81
2025-10-15,Panipat,Haryana,43.0,64.5,51.9,20.2,22.6,119.0,7.5,17.7,46.4,112
2025-10-22,Panipat,Haryana,40.6,60.9,50.1,11.9,17.5,50.6,16.8,16.7,47.3,87
2025-10-29,Panipat,Haryana,47.3,70.9,59.1,3.4,16.6,49.3,12.5,15.7,48.3,82
2025-11-05,Panipat,Haryana,41.4,62.1,51.5,7.0,14.8,73.8,13.7,14.8,49.6,73
2025-11-12,Panipat,Haryana,39.0,58.5,47.7,5.2,2.0,62.3,33.5,14.0,50.9,66
2025-11-19,Panipat,Haryana,44.4,66.6,52.6,8.5,10.7,55.0,16.9,13.4,52.4,66
2025-11-26,Panipat,Haryana,42.7,64.1,48.5,10.4,16.3,81.6,11.8,12.8,54.0,81
2025-12-03,Panipat,Haryana,53.4,80.2,57.6,5.9,17.2,43.6,32.3,12.4,55.7,86
2025-12-10,Panipat,Haryana,45.7,68.6,46.4,7.6,18.2,79.1,13.8,12.1,57.5,91
2025-12-17,Panipat,Haryana,61.3,92.0,58.4,10.2,22.9,79.9,21.9,12.0,59.3,114
2025-12-24,Panipat,Haryana,69.9,104.9,62.2,9.5,22.6,68.9,24.0,12.0,61.1,112
2025-01-01,Srinagar,Jammu & Kashmir,57.2,85.8,47.0,6.3,20.1,14.6,38.7,12.2,63.1,100
2025-01-08,Srinagar,Jammu & Kashmir,57.9,86.9,44.4,11.6,10.5,68.6,43.9,12.5,64.9,87
2025-01-15,Srinagar,Jammu & Kashmir,60.3,90.4,43.2,5.6,15.7,49.1,14.3,13.0,66.5,90
2025-01-22,Srinagar,Jammu & Kashmir,76.1,114.2,51.1,8.6,6.6,72.8,25.7,13.6,68.1,114
2025-01-29,Srinagar,Jammu & Kashmir,77.1,115.7,48.6,6.8,16.4,33.2,36.3,14.3,69.6,115
2025-02-05,Srinagar,Jammu & Kashmir,79.7,119.5,47.4,6.0,17.7,57.3,30.5,15.1,70.9,119
2025-02-12,Srinagar,Jammu & Kashmir,78.0,117.0,43.9,6.7,4.6,41.8,26.9,16.1,72.1,117
2025-02-19,Srinagar,Jammu & Kashmir,87.9,131.8,47.0,2.2,12.3,51.6,26.6,17.1,73.0,131
2025-02-26,Srinagar,Jammu & Kashmir,88.5,132.7,45.2,8.1,15.0,17.7,26.8,18.1,73.8,132
2025-03-05,Srinagar,Jammu & Kashmir,101.8,152.6,49.8,7.2,14.0,54.0,12.0,19.3,74.4,152
2025-03-12,Srinagar,Jammu & Kashmir,80.6,120.9,38.0,11.4,7.3,67.7,29.5,20.5,74.8,120
2025-03-19,Srinagar,Jammu & Kashmir,92.9,139.4,42.5,7.0,8.2,52.4,19.9,21.7,75.0,139
2025-03-26,Srinagar,Jammu & Kashmir,98.6,147.8,43.8,6.0,15.7,33.9,41.6,22.9,74.9,147
2025-04-02,Srinagar,Jammu & Kashmir,105.4,158.0,45.8,5.4,14.0,40.8,18.2,24.1,74.7,158
2025-04-09,Srinagar,Jammu & Kashmir,109.4,164.1,46.7,9.5,6.1,49.1,33.2,25.2,74.2,164
2025-04-16,Srinagar,Jammu & Kashmir,108.7,163.0,45.8,6.6,13.7,21.5,29.5,26.3,73.5,163
2025-04-23,Srinagar,Jammu & Kashmir,111.0,166.5,46.4,7.5,13.1,24.1,36.8,27.4,72.6,166
2025-04-30,Srinagar,Jammu & Kashmir,121.1,181.7,50.5,7.3,8.2,9.7,17.4,28.4,71.6,181
2025-05-07,Srinagar,Jammu & Kashmir,87.7,131.6,36.6,6.3,6.8,74.7,12.5,29.2,70.4,131
2025-05-14,Srinagar,Jammu & Kashmir,117.3,176.0,49.3,11.0,19.1,45.5,29.6,30.0,69.0,176
2025-05-21,Srinagar,Jammu & Kashmir,111.9,167.8,47.5,6.1,11.6,45.4,21.9,30.7,67.5,167
2025-05-28,Srinagar,Jammu & Kashmir,100.5,150.7,43.4,5.9,16.2,71.4,38.0,31.2,65.8,150
2025-06-04,Srinagar,Jammu & Kashmir,103.0,154.6,45.4,4.4,18.3,33.0,21.4,31.6,64.1,154
2025-06-11,Srinagar,Jammu & Kashmir,86.3,129.5,39.0,5.8,20.8,53.2,12.6,31.9,62.4,129
2025-06-18,Srinagar,Jammu & Kashmir,94.5,141.8,44.1,6.9,20.2,75.9,26.9,32.0,60.6,141
2025-06-25,Srinagar,Jammu & Kashmir,89.3,134.0,43.1,7.4,10.9,27.1,31.0,32.0,58.8,133
2025-07-02,Srinagar,Jammu & Kashmir,80.5,120.7,40.5,3.6,14.5,49.9,30.4,31.8,57.0,120
2025-07-09,Srinagar,Jammu & Kashmir,87.4,131.1,45.9,2.0,17.6,27.8,39.9,31.5,55.2,131
2025-07-16,Srinagar,Jammu & Kashmir,77.0,115.4,42.5,9.0,16.6,45.8,13.2,31.0,53.6,115
2025-07-23,Srinagar,Jammu & Kashmir,82.9,124.3,48.3,7.1,14.0,41.9,24.8,30.5,52.0,124
2025-07-30,Srinagar,Jammu & Kashmir,68.6,102.9,42.3,5.1,11.3,54.5,15.8,29.7,50.5,102
2025-08-06,Srinagar,Jammu & Kashmir,74.5,111.7,48.9,5.2,17.0,46.5,26.7,28.9,49.2,111
2025-08-13,Srinagar,Jammu & Kashmir,55.9,83.8,39.1,5.3,23.4,17.4,24.8,28.0,48.0,117
2025-08-20,Srinagar,Jammu & Kashmir,55.8,83.7,41.7,2.3,10.9,53.5,52.0,27.0,47.0,104
2025-08-27,Srinagar,Jammu & Kashmir,55.5,83.3,44.5,3.2,7.5,23.2,28.2,25.9,46.2,83
2025-09-03,Srinagar,Jammu & Kashmir,50.1,75.2,43.1,5.7,16.9,30.2,15.5,24.8,45.6,84
2025-09-10,Srinagar,Jammu & Kashmir,55.3,82.9,50.9,7.8,4.5,5.0,42.6,23.6,45.2,85
2025-09-17,Srinagar,Jammu & Kashmir,44.7,67.1,44.0,2.0,5.6,24.5,45.3,22.4,45.0,90
2025-09-24,Srinagar,Jammu & Kashmir,51.0,76.5,53.4,10.7,7.6,48.5,20.0,21.2,45.0,76
2025-10-01,Srinagar,Jammu & Kashmir,35.7,53.6,39.6,5.5,3.3,13.6,19.8,20.0,45.3,53
2025-10-08,Srinagar,Jammu & Kashmir,36.6,54.9,42.5,8.5,15.7,33.3,30.1,18.9,45.8,78
2025-10-15,Srinagar,Jammu & Kashmir,30.8,46.2,37.1,4.3,7.7,40.6,17.6,17.7,46.4,46
2025-10-22,Srinagar,Jammu & Kashmir,35.8,53.6,44.2,6.3,17.6,28.9,35.3,16.7,47.3,87
2025-10-29,Srinagar,Jammu & Kashmir,43.1,64.7,53.9,8.0,8.6,31.9,36.7,15.7,48.3,73
2025-11-05,Srinagar,Jammu & Kashmir,40.2,60.3,50.1,6.7,6.1,60.9,29.8,14.8,49.6,60
2025-11-12,Srinagar,Jammu & Kashmir,29.2,43.8,35.7,10.4,18.0,52.4,32.3,14.0,50.9,90
2025-11-19,Srinagar,Jammu & Kashmir,33.3,49.9,39.4,8.8,14.0,64.5,34.7,13.4,52.4,69
2025-11-26,Srinagar,Jammu & Kashmir,39.2,58.7,44.5,8.5,5.4,72.5,18.6,12.8,54.0,58
2025-12-03,Srinagar,Jammu & Kashmir,45.2,67.8,48.7,8.6,10.9,54.6,26.0,12.4,55.7,67
2025-12-10,Srinagar,Jammu & Kashmir,43.1,64.6,43.8,6.3,9.4,41.1,40.4,12.1,57.5,80
