date,city,pm25,pm10,no2,nh3,so2,co,o3,temperature,humidity,aqi
2025-06-18,Ernakulam,77.3,116.0,36.0,9.3,12.7,44.7,24.8,38.0,70.6,115
2025-06-25,Ernakulam,63.8,95.7,30.8,5.9,19.9,56.6,16.6,38.0,68.8,99
2025-07-02,Ernakulam,82.3,123.4,41.4,3.0,11.3,8.6,34.5,37.8,67.0,123
2025-07-09,Ernakulam,60.2,90.3,31.6,5.1,9.0,31.7,65.6,37.5,65.2,131
2025-07-16,Ernakulam,66.6,99.9,36.8,4.1,10.4,12.2,35.2,37.0,63.6,99
2025-07-23,Ernakulam,51.2,76.8,29.8,5.8,9.4,46.8,20.0,36.5,62.0,76
2025-07-30,Ernakulam,52.9,79.4,32.6,7.3,10.5,46.7,53.6,35.7,60.5,107
2025-08-06,Ernakulam,57.9,86.8,38.0,2.7,13.7,37.2,41.2,34.9,59.2,86
2025-08-13,Ernakulam,55.2,82.8,38.6,5.0,12.8,22.5,37.1,34.0,58.0,82
2025-08-20,Ernakulam,37.5,56.2,28.0,4.0,7.4,53.9,27.7,33.0,57.0,56
2025-08-27,Ernakulam,42.5,63.8,34.1,6.9,9.7,35.8,36.3,31.9,56.2,72
2025-09-03,Ernakulam,39.5,59.2,33.9,2.0,16.5,31.5,39.8,30.8,55.6,82
2025-09-10,Ernakulam,45.2,67.8,41.6,4.3,11.3,28.6,35.2,29.6,55.2,70
2025-09-17,Ernakulam,35.3,52.9,34.7,3.9,11.6,33.8,21.1,28.4,55.0,58
2025-09-24,Ernakulam,35.0,52.6,36.7,8.1,5.7,37.2,22.3,27.2,55.0,52
2025-10-01,Ernakulam,28.4,42.6,31.5,4.7,17.6,32.3,23.4,26.0,55.3,87
2025-10-08,Ernakulam,29.6,44.4,34.4,5.9,4.3,24.2,40.1,24.9,55.8,80
2025-10-15,Ernakulam,27.5,41.2,33.1,7.8,6.7,23.6,51.4,23.7,56.4,102
2025-10-22,Ernakulam,28.9,43.4,35.7,7.6,8.8,8.9,34.6,22.7,57.3,69
2025-10-29,Ernakulam,32.0,48.1,40.0,6.4,12.3,49.1,29.6,21.7,58.3,61
2025-11-05,Ernakulam,28.9,43.3,35.9,5.6,16.4,35.2,27.4,20.8,59.6,82
2025-11-12,Ernakulam,24.5,36.7,29.9,3.1,12.2,44.4,45.4,20.0,60.9,90
2025-11-19,Ernakulam,29.8,44.7,35.3,8.6,6.3,64.3,17.6,19.4,62.4,44
2025-11-26,Ernakulam,30.5,45.7,34.6,5.4,12.8,50.2,16.2,18.8,64.0,64
2025-12-03,Ernakulam,40.2,60.3,43.3,6.2,10.3,43.2,48.7,18.4,65.7,97
2025-12-10,Ernakulam,42.5,63.8,43.2,3.7,11.1,33.9,57.2,18.1,67.5,114
2025-12-17,Ernakulam,38.3,57.4,36.4,3.6,7.8,26.0,28.3,18.0,69.3,57
2025-12-24,Ernakulam,38.1,57.1,33.9,2.7,10.5,28.8,25.6,18.0,71.1,57
2025-01-01,Faridabad,62.5,93.7,51.3,12.9,19.6,27.4,20.2,12.2,63.1,98
2025-01-08,Faridabad,67.4,101.1,51.7,13.7,16.4,107.1,28.6,12.5,64.9,101
2025-01-15,Faridabad,83.1,124.6,59.5,7.1,21.7,33.0,20.4,13.0,66.5,124
2025-01-22,Faridabad,75.9,113.9,51.0,4.7,22.2,41.5,23.6,13.6,68.1,113
2025-01-29,Faridabad,85.1,127.6,53.6,14.8,18.1,5.0,33.2,14.3,69.6,127
2025-02-05,Faridabad,100.5,150.8,59.7,9.8,15.3,52.5,25.4,15.1,70.9,150
2025-02-12,Faridabad,90.2,135.3,50.7,15.7,10.9,90.9,14.9,16.1,72.1,135
2025-02-19,Faridabad,92.8,139.2,49.6,8.4,19.3,64.7,30.7,17.1,73.0,139
2025-02-26,Faridabad,112.1,168.1,57.2,13.0,12.6,95.2,28.1,18.1,73.8,168
2025-03-05,Faridabad,113.4,170.2,55.6,11.7,19.1,36.5,21.2,19.3,74.4,170
2025-03-12,Faridabad,131.7,197.6,62.2,11.6,21.9,87.8,36.3,20.5,74.8,197
2025-03-19,Faridabad,109.7,164.6,50.1,7.4,21.6,38.5,13.0,21.7,75.0,164
2025-03-26,Faridabad,140.2,210.3,62.3,14.4,14.3,22.0,23.3,22.9,74.9,210
2025-04-02,Faridabad,135.2,202.8,58.8,7.8,18.9,41.2,28.5,24.1,74.7,202
2025-04-09,Faridabad,138.7,208.0,59.2,10.8,17.6,78.0,17.8,25.2,74.2,208
2025-04-16,Faridabad,141.1,211.7,59.5,11.4,10.9,50.0,15.6,26.3,73.5,211
2025-04-23,Faridabad,138.3,207.5,57.8,7.3,10.5,37.2,11.8,27.4,72.6,207
2025-04-30,Faridabad,133.5,200.3,55.6,9.2,5.8,19.8,28.5,28.4,71.6,200
2025-05-07,Faridabad,128.3,192.4,53.5,6.9,22.8,66.1,11.9,29.2,70.4,192
2025-05-14,Faridabad,147.1,220.6,61.8,13.8,19.4,70.2,28.8,30.0,69.0,220
2025-05-21,Faridabad,132.2,198.2,56.1,13.4,20.4,69.6,29.7,30.7,67.5,198
2025-05-28,Faridabad,142.5,213.8,61.5,9.2,32.4,96.3,12.7,31.2,65.8,213
2025-06-04,Faridabad,129.2,193.7,56.9,8.5,11.6,95.6,5.0,31.6,64.1,193
2025-06-11,Faridabad,124.0,186.0,56.1,8.5,14.4,66.0,22.7,31.9,62.4,186
2025-06-18,Faridabad,121.0,181.5,56.4,11.7,6.0,68.5,24.1,32.0,60.6,181
2025-06-25,Faridabad,105.1,157.6,50.7,7.1,11.2,59.7,33.5,32.0,58.8,157
2025-07-02,Faridabad,108.6,162.8,54.6,6.2,27.4,16.2,34.7,31.8,57.0,162
2025-07-09,Faridabad,117.5,176.3,61.8,9.2,9.0,46.6,30.4,31.5,55.2,176
2025-07-16,Faridabad,92.0,138.0,50.8,8.4,28.9,68.4,17.0,31.0,53.6,144
2025-07-23,Faridabad,100.5,150.8,58.5,10.8,18.5,27.6,22.1,30.5,52.0,150
2025-07-30,Faridabad,95.9,143.8,59.2,7.8,25.7,85.9,22.2,29.7,50.5,143
2025-08-06,Faridabad,91.2,136.8,59.8,9.0,17.7,69.8,14.0,28.9,49.2,136
2025-08-13,Faridabad,85.0,127.4,59.4,7.2,13.9,88.5,14.0,28.0,48.0,127
2025-08-20,Faridabad,68.2,102.3,51.0,7.7,30.5,49.5,33.8,27.0,47.0,152
2025-08-27,Faridabad,68.2,102.2,54.6,7.8,22.7,68.3,17.5,25.9,46.2,113
2025-09-03,Faridabad,58.9,88.3,50.6,7.0,12.8,46.0,9.6,24.8,45.6,88
2025-09-10,Faridabad,70.2,105.3,64.6,10.5,11.8,67.3,10.7,23.6,45.2,105
2025-09-17,Faridabad,46.2,69.2,45.4,16.7,20.7,27.9,12.2,22.4,45.0,103
2025-09-24,Faridabad,51.8,77.6,54.2,8.0,21.5,63.2,37.2,21.2,45.0,107
2025-10-01,Faridabad,56.4,84.6,62.5,12.9,16.6,41.7,16.8,20.0,45.3,84
2025-10-08,Faridabad,48.8,73.2,56.7,9.4,18.0,58.5,24.6,18.9,45.8,89
2025-10-15,Faridabad,40.9,61.3,49.3,7.3,20.3,69.5,18.2,17.7,46.4,101
2025-10-22,Faridabad,47.8,71.7,59.1,4.7,14.5,76.8,17.8,16.7,47.3,72
2025-10-29,Faridabad,46.1,69.2,57.6,12.3,15.9,74.6,30.7,15.7,48.3,79
2025-11-05,Faridabad,48.9,73.4,60.9,4.5,11.4,55.7,15.1,14.8,49.6,73
2025-11-12,Faridabad,47.2,70.8,57.7,8.1,14.2,116.6,18.4,14.0,50.9,71
2025-11-19,Faridabad,43.4,65.1,51.5,14.2,12.3,33.8,11.6,13.4,52.4,71
2025-11-26,Faridabad,48.6,73.0,55.3,9.8,24.2,61.3,28.9,12.8,54.0,121
2025-12-03,Faridabad,60.4,90.6,65.2,14.8,15.8,48.7,32.8,12.4,55.7,90
2025-12-10,Faridabad,58.9,88.3,59.8,6.1,18.1,40.2,20.8,12.1,57.5,90
2025-12-17,Faridabad,56.6,84.9,53.9,11.9,14.7,48.1,11.8,12.0,59.3,84
2025-12-24,Faridabad,62.7,94.1,55.8,6.9,9.2,65.4,18.5,12.0,61.1,94
2025-01-01,Ghaziabad,65.4,98.1,53.7,4.7,20.9,57.5,15.3,15.2,63.1,104
2025-01-08,Ghaziabad,68.1,102.1,52.2,8.3,13.7,30.5,28.8,15.5,64.9,102
2025-01-15,Ghaziabad,72.8,109.3,52.2,5.5,8.9,17.5,9.6,16.0,66.5,109
2025-01-22,Ghaziabad,93.9,140.9,63.0,10.2,13.1,61.9,28.6,16.6,68.1,140
2025-01-29,Ghaziabad,95.8,143.7,60.4,5.4,24.5,83.0,24.0,17.3,69.6,143
2025-02-05,Ghaziabad,109.5,164.2,65.1,11.1,15.5,68.5,23.9,18.1,70.9,164
2025-02-12,Ghaziabad,94.1,141.2,52.9,13.8,7.5,58.3,6.3,19.1,72.1,141
2025-02-19,Ghaziabad,96.7,145.1,51.7,16.0,12.4,53.2,39.9,20.1,73.0,145
2025-02-26,Ghaziabad,125.7,188.5,64.2,6.3,14.4,102.9,23.1,21.1,73.8,188
2025-03-05,Ghaziabad,120.5,180.8,59.0,5.3,16.4,18.0,17.0,22.3,74.4,180
2025-03-12,Ghaziabad,138.9,208.3,65.5,11.5,24.5,30.8,11.5,23.5,74.8,208
2025-03-19,Ghaziabad,127.7,191.5,58.3,4.4,19.9,67.7,21.6,24.7,75.0,191
2025-03-26,Ghaziabad,131.9,197.8,58.6,5.0,17.0,64.2,24.4,25.9,74.9,197
2025-04-02,Ghaziabad,132.9,199.3,57.7,9.8,22.4,68.4,29.3,27.1,74.7,199
2025-04-09,Ghaziabad,143.4,215.1,61.2,11.0,16.2,77.2,32.3,28.2,74.2,215
2025-04-16,Ghaziabad,122.6,183.9,51.7,11.4,18.3,40.3,24.1,29.3,73.5,183
2025-04-23,Ghaziabad,139.2,208.9,58.2,11.0,18.9,28.6,19.2,30.4,72.6,208
2025-04-30,Ghaziabad,148.9,223.4,62.1,5.8,9.8,48.9,21.7,31.4,71.6,223
2025-05-07,Ghaziabad,157.0,235.5,65.5,5.8,14.2,60.4,27.7,32.2,70.4,235
2025-05-14,Ghaziabad,128.4,192.7,53.9,11.3,19.9,77.8,15.3,33.0,69.0,192
2025-05-21,Ghaziabad,119.8,179.6,50.9,10.4,16.9,34.7,23.6,33.7,67.5,179
2025-05-28,Ghaziabad,143.5,215.3,61.9,5.5,9.5,30.8,23.9,34.2,65.8,215
2025-06-04,Ghaziabad,118.1,177.1,52.0,12.0,13.5,32.7,32.4,34.6,64.1,177
2025-06-11,Ghaziabad,120.8,181.2,54.6,6.8,22.2,105.0,15.9,34.9,62.4,181
2025-06-18,Ghaziabad,115.8,173.7,54.0,9.8,17.3,42.1,14.3,35.0,60.6,173
2025-06-25,Ghaziabad,144.7,217.0,69.9,8.0,24.5,34.5,26.7,35.0,58.8,217
2025-07-02,Ghaziabad,107.2,160.8,53.9,8.3,8.8,74.9,28.1,34.8,57.0,160
2025-07-09,Ghaziabad,87.8,131.7,46.2,14.7,16.2,91.5,28.0,34.5,55.2,131
2025-07-16,Ghaziabad,86.9,130.4,48.0,3.9,13.1,57.0,7.6,34.0,53.6,130
2025-07-23,Ghaziabad,105.2,157.8,61.3,7.9,23.0,90.0,11.5,33.5,52.0,157
2025-07-30,Ghaziabad,88.6,132.9,54.7,7.9,20.5,54.2,22.1,32.7,50.5,132
2025-08-06,Ghaziabad,84.2,126.4,55.3,4.1,31.7,6.2,28.1,31.9,49.2,158
2025-08-13,Ghaziabad,79.6,119.4,55.7,10.4,12.7,52.9,30.8,31.0,48.0,119
2025-08-20,Ghaziabad,64.3,96.5,48.1,8.8,28.5,95.5,18.8,30.0,47.0,142
2025-08-27,Ghaziabad,68.1,102.1,54.6,7.7,21.3,68.4,7.6,28.9,46.2,106
2025-09-03,Ghaziabad,69.0,103.5,59.3,8.7,14.6,51.9,28.4,27.8,45.6,103
2025-09-10,Ghaziabad,68.2,102.2,62.7,11.2,15.8,77.3,12.9,26.6,45.2,102
2025-09-17,Ghaziabad,63.8,95.6,62.7,9.9,22.3,40.8,22.6,25.4,45.0,111
2025-09-24,Ghaziabad,55.1,82.6,57.7,7.8,18.9,42.1,28.7,24.2,45.0,94
2025-10-01,Ghaziabad,51.6,77.4,57.2,8.6,9.1,59.4,14.5,23.0,45.3,77
2025-10-08,Ghaziabad,49.3,73.9,57.3,10.9,15.3,69.7,8.5,21.9,45.8,76
2025-10-15,Ghaziabad,50.9,76.4,61.4,10.1,18.1,80.0,27.2,20.7,46.4,90
2025-10-22,Ghaziabad,53.2,79.8,65.7,10.7,25.2,60.4,29.2,19.7,47.3,125
2025-10-29,Ghaziabad,50.3,75.4,62.8,9.9,22.4,64.5,19.5,18.7,48.3,112
2025-11-05,Ghaziabad,53.3,79.9,66.3,3.9,9.8,85.2,23.2,17.8,49.6,79
2025-11-12,Ghaziabad,43.0,64.4,52.5,11.1,21.0,73.9,31.3,17.0,50.9,104
2025-11-19,Ghaziabad,58.3,87.4,69.1,8.1,22.4,55.3,15.7,16.4,52.4,112
2025-11-26,Ghaziabad,50.0,75.0,56.8,4.2,14.0,9.8,18.5,15.8,54.0,74
2025-12-03,Ghaziabad,56.8,85.1,61.2,5.4,13.5,41.2,27.8,15.4,55.7,85
2025-12-10,Ghaziabad,66.7,100.0,67.7,3.7,17.8,94.5,29.0,15.1,57.5,99
2025-12-17,Ghaziabad,59.3,89.0,56.5,15.4,6.5,61.2,28.4,15.0,59.3,89
2025-12-24,Ghaziabad,55.0,82.5,48.9,9.8,10.8,52.7,15.8,15.0,61.1,82
2025-01-01,Guwahati,48.5,72.7,39.8,8.0,11.5,68.7,34.0,15.2,63.1,72
2025-01-08,Guwahati,54.3,81.5,41.7,5.8,8.7,24.1,29.1,15.5,64.9,81
2025-01-15,Guwahati,52.6,78.9,37.7,6.3,15.2,54.7,29.2,16.0,66.5,78
2025-01-22,Guwahati,61.9,92.9,41.6,5.2,20.4,15.7,34.9,16.6,68.1,101
2025-01-29,Guwahati,63.3,94.9,39.9,9.0,12.5,52.2,35.6,17.3,69.6,94
2025-02-05,Guwahati,73.4,110.1,43.6,6.3,15.6,43.0,42.5,18.1,70.9,110
2025-02-12,Guwahati,62.1,93.1,34.9,8.3,11.6,63.4,31.5,19.1,72.1,93
2025-02-19,Guwahati,80.6,120.9,43.1,9.6,10.7,8.7,20.9,20.1,73.0,120
2025-02-26,Guwahati,81.1,121.7,41.4,6.3,5.5,25.9,22.1,21.1,73.8,121
2025-03-05,Guwahati,88.0,132.0,43.1,6.1,9.2,52.8,12.6,22.3,74.4,132
2025-03-12,Guwahati,99.0,148.5,46.7,6.5,9.2,39.1,31.2,23.5,74.8,148
2025-03-19,Guwahati,93.9,140.9,42.9,6.6,6.6,16.3,30.2,24.7,75.0,140
2025-03-26,Guwahati,94.8,142.2,42.1,9.4,12.1,45.4,12.4,25.9,74.9,142
2025-04-02,Guwahati,119.4,179.0,51.9,8.6,18.4,50.2,17.4,27.1,74.7,179
2025-04-09,Guwahati,94.3,141.5,40.3,8.4,12.1,41.5,44.1,28.2,74.2,141
2025-04-16,Guwahati,89.9,134.8,37.9,9.0,16.9,32.9,31.8,29.3,73.5,134
2025-04-23,Guwahati,92.5,138.7,38.7,8.2,8.0,67.5,25.9,30.4,72.6,138
2025-04-30,Guwahati,89.3,134.0,37.2,6.1,16.6,37.5,14.4,31.4,71.6,133
2025-05-07,Guwahati,102.2,153.3,42.7,7.1,19.7,27.9,35.9,32.2,70.4,153
2025-05-14,Guwahati,112.5,168.8,47.3,2.3,9.4,20.2,31.4,33.0,69.0,168
2025-05-21,Guwahati,106.8,160.2,45.4,6.8,14.3,58.5,14.9,33.7,67.5,160
2025-05-28,Guwahati,108.2,162.4,46.7,3.7,8.5,19.7,27.8,34.2,65.8,162
2025-06-04,Guwahati,114.1,171.2,50.3,7.8,20.1,54.2,32.5,34.6,64.1,171
2025-06-11,Guwahati,92.1,138.2,41.7,8.6,11.1,44.1,55.2,34.9,62.4,138
2025-06-18,Guwahati,89.2,133.7,41.6,6.8,11.6,51.2,19.6,35.0,60.6,133
2025-06-25,Guwahati,78.3,117.4,37.8,6.6,8.3,45.0,15.0,35.0,58.8,117
2025-07-02,Guwahati,101.1,151.7,50.8,9.1,18.4,42.4,27.1,34.8,57.0,151
2025-07-09,Guwahati,84.5,126.7,44.4,4.3,12.3,13.8,26.5,34.5,55.2,126
2025-07-16,Guwahati,72.3,108.4,39.9,6.8,19.5,38.1,38.2,34.0,53.6,108
2025-07-23,Guwahati,83.8,125.7,48.8,7.8,20.3,52.9,9.1,33.5,52.0,125
2025-07-30,Guwahati,68.4,102.5,42.2,10.1,15.2,49.9,21.2,32.7,50.5,102
2025-08-06,Guwahati,57.3,86.0,37.6,7.1,11.2,52.8,32.0,31.9,49.2,85
2025-08-13,Guwahati,62.1,93.1,43.4,6.2,15.6,35.2,16.5,31.0,48.0,93
2025-08-20,Guwahati,45.6,68.4,34.1,6.1,11.6,41.1,23.6,30.0,47.0,68
2025-08-27,Guwahati,55.6,83.4,44.6,8.4,15.1,28.7,12.1,28.9,46.2,83
2025-09-03,Guwahati,44.3,66.5,38.1,8.2,8.9,74.8,17.8,27.8,45.6,66
2025-09-10,Guwahati,50.4,75.6,46.4,8.6,11.3,71.9,31.9,26.6,45.2,75
2025-09-17,Guwahati,45.5,68.3,44.8,10.9,10.3,69.0,41.9,25.4,45.0,83
2025-09-24,Guwahati,40.0,60.0,41.9,8.8,7.8,87.4,25.4,24.2,45.0,60
2025-10-01,Guwahati,37.3,56.0,41.4,5.7,14.3,46.7,22.2,23.0,45.3,71
2025-10-08,Guwahati,36.2,54.3,42.0,6.5,10.3,51.1,29.8,21.9,45.8,59
2025-10-15,Guwahati,36.8,55.2,44.4,7.8,14.5,40.9,43.0,20.7,46.4,85
2025-10-22,Guwahati,41.0,61.5,50.7,6.2,10.8,43.8,36.8,19.7,47.3,73
2025-10-29,Guwahati,39.4,59.2,49.3,8.8,16.6,40.1,25.8,18.7,48.3,83
2025-11-05,Guwahati,35.6,53.4,44.3,3.5,23.4,59.7,15.9,17.8,49.6,117
2025-11-12,Guwahati,35.1,52.7,43.0,10.6,12.3,14.5,24.8,17.0,50.9,61
2025-11-19,Guwahati,34.3,51.4,40.6,4.6,10.3,48.9,28.9,16.4,52.4,57
2025-11-26,Guwahati,39.9,59.9,45.4,5.7,11.7,52.3,9.1,15.8,54.0,59
2025-12-03,Guwahati,43.2,64.8,46.5,6.0,8.5,52.7,21.5,15.4,55.7,64
2025-12-10,Guwahati,36.4,54.6,37.0,12.0,15.5,24.7,8.4,15.1,57.5,77
2025-12-17,Guwahati,48.3,72.5,46.0,4.4,19.2,34.4,49.2,15.0,59.3,98
2025-12-24,Guwahati,52.7,79.0,46.9,4.2,9.1,16.2,37.2,15.0,61.1,79
2025-01-01,Gwalior,51.2,76.9,42.1,5.6,7.8,62.6,7.8,15.2,63.1,76
2025-01-08,Gwalior,76.2,114.3,58.4,13.0,16.8,51.8,41.6,15.5,64.9,114
2025-01-15,Gwalior,83.7,125.6,60.0,6.5,14.4,45.8,48.4,16.0,66.5,125
2025-01-22,Gwalior,77.8,116.7,52.2,8.8,11.5,66.1,21.9,16.6,68.1,116
2025-01-29,Gwalior,75.8,113.7,47.8,9.0,19.3,41.1,22.8,17.3,69.6,113
2025-02-05,Gwalior,98.5,147.7,58.5,11.6,14.5,90.7,24.0,18.1,70.9,147
2025-02-12,Gwalior,103.5,155.3,58.3,3.7,3.4,52.0,23.1,19.1,72.1,155
2025-02-19,Gwalior,85.2,127.9,45.6,12.6,9.6,33.4,8.1,20.1,73.0,127
2025-02-26,Gwalior,99.9,149.9,51.0,5.0,21.6,92.3,33.7,21.1,73.8,149
2025-03-05,Gwalior,118.7,178.1,58.1,9.5,18.3,35.9,39.8,22.3,74.4,178
2025-03-12,Gwalior,108.5,162.7,51.2,8.1,15.2,33.4,24.5,23.5,74.8,162
2025-03-19,Gwalior,116.8,175.2,53.4,7.8,15.6,78.3,27.9,24.7,75.0,175
2025-03-26,Gwalior,119.3,178.9,53.0,15.8,30.2,73.8,17.3,25.9,74.9,178
2025-04-02,Gwalior,108.2,162.3,47.0,9.3,14.9,45.6,29.9,27.1,74.7,162
2025-04-09,Gwalior,124.5,186.7,53.1,9.0,12.5,34.3,25.3,28.2,74.2,186
2025-04-16,Gwalior,104.4,156.6,44.0,9.9,14.3,60.0,10.8,29.3,73.5,156
2025-04-23,Gwalior,121.0,181.4,50.6,5.8,17.9,80.9,36.0,30.4,72.6,181
2025-04-30,Gwalior,144.4,216.6,60.2,9.0,12.8,13.3,21.3,31.4,71.6,216
2025-05-07,Gwalior,139.1,208.6,58.0,10.9,19.6,27.3,10.0,32.2,70.4,208
2025-05-14,Gwalior,134.9,202.4,56.7,7.8,19.7,74.7,13.5,33.0,69.0,202
2025-05-21,Gwalior,130.1,195.1,55.2,2.0,17.6,62.5,9.8,33.7,67.5,195
2025-05-28,Gwalior,91.7,137.6,39.6,9.6,15.8,76.9,12.3,34.2,65.8,137
2025-06-04,Gwalior,105.9,158.9,46.7,9.6,21.0,24.3,24.9,34.6,64.1,158
2025-06-11,Gwalior,132.1,198.2,59.8,3.0,9.4,53.7,19.4,34.9,62.4,198
2025-06-18,Gwalior,105.1,157.6,49.0,9.5,17.6,46.3,20.8,35.0,60.6,157
2025-06-25,Gwalior,89.9,134.8,43.4,4.5,15.1,60.7,15.8,35.0,58.8,134
2025-07-02,Gwalior,100.6,150.9,50.6,10.7,16.9,31.5,23.9,34.8,57.0,150
2025-07-09,Gwalior,117.7,176.5,61.9,10.5,20.6,45.3,40.7,34.5,55.2,176
2025-07-16,Gwalior,101.5,152.2,56.0,6.7,19.7,73.3,28.0,34.0,53.6,152
2025-07-23,Gwalior,98.5,147.8,57.4,6.6,16.1,40.9,19.9,33.5,52.0,147
2025-07-30,Gwalior,84.5,126.8,52.2,6.5,11.2,96.0,22.3,32.7,50.5,126
2025-08-06,Gwalior,75.5,113.2,49.5,8.1,18.8,24.4,23.8,31.9,49.2,113
2025-08-13,Gwalior,85.9,128.8,60.1,6.9,13.4,41.2,18.6,31.0,48.0,128
2025-08-20,Gwalior,69.2,103.8,51.8,9.4,18.6,54.2,22.8,30.0,47.0,103
2025-08-27,Gwalior,66.2,99.3,53.1,4.6,16.4,41.8,13.1,28.9,46.2,99
2025-09-03,Gwalior,58.3,87.5,50.1,2.2,15.7,21.4,24.6,27.8,45.6,87
2025-09-10,Gwalior,58.8,88.2,54.1,7.4,8.6,38.9,27.8,26.6,45.2,88
2025-09-17,Gwalior,49.1,73.6,48.3,8.8,15.3,59.4,28.8,25.4,45.0,76
2025-09-24,Gwalior,51.7,77.6,54.2,2.0,19.6,50.4,23.1,24.2,45.0,98
2025-10-01,Gwalior,36.4,54.5,40.3,9.2,5.0,5.4,20.9,23.0,45.3,54
2025-10-08,Gwalior,43.8,65.7,50.9,2.0,10.6,95.9,16.7,21.9,45.8,65
2025-10-15,Gwalior,45.0,67.5,54.3,13.4,13.8,53.8,44.0,20.7,46.4,88
2025-10-22,Gwalior,46.0,69.0,56.8,7.6,15.1,34.9,18.1,19.7,47.3,75
2025-10-29,Gwalior,40.7,61.1,50.9,6.5,15.1,25.4,31.4,18.7,48.3,75
2025-11-05,Gwalior,33.0,49.5,41.1,8.0,15.7,44.0,29.2,17.8,49.6,78
2025-11-12,Gwalior,42.0,63.0,51.3,9.9,13.0,70.3,30.4,17.0,50.9,64
2025-11-19,Gwalior,40.5,60.8,48.1,7.1,8.4,58.5,41.9,16.4,52.4,83
2025-11-26,Gwalior,52.6,78.9,59.7,10.2,5.3,26.0,27.4,15.8,54.0,78
2025-12-03,Gwalior,47.8,71.7,51.6,7.8,9.2,25.8,23.0,15.4,55.7,71
2025-12-10,Gwalior,57.6,86.4,58.5,3.5,15.7,86.0,8.4,15.1,57.5,86
2025-12-17,Gwalior,56.7,85.1,54.0,10.5,15.8,42.7,5.0,15.0,59.3,85
2025-12-24,Gwalior,63.9,95.9,56.9,7.5,14.1,31.2,25.4,15.0,61.1,95
2025-01-01,Hisar,72.1,108.2,59.3,12.2,13.1,48.6,20.9,12.2,63.1,108
2025-01-08,Hisar,77.8,116.7,59.6,7.6,7.5,70.0,18.6,12.5,64.9,116
2025-01-15,Hisar,76.3,114.4,54.7,4.4,3.1,64.1,5.0,13.0,66.5,114
2025-01-22,Hisar,98.3,147.4,65.9,11.5,21.8,63.6,13.8,13.6,68.1,147
2025-01-29,Hisar,82.9,124.3,52.2,10.2,26.0,55.2,5.0,14.3,69.6,130
2025-02-05,Hisar,85.0,127.5,50.5,8.3,13.7,34.3,20.9,15.1,70.9,127
2025-02-12,Hisar,90.1,135.1,50.7,14.5,30.0,77.3,18.3,16.1,72.1,150
2025-02-19,Hisar,115.1,172.7,61.6,13.9,16.3,49.8,21.3,17.1,73.0,172
2025-02-26,Hisar,120.2,180.3,61.4,8.9,20.9,95.2,33.1,18.1,73.8,180
2025-03-05,Hisar,107.7,161.5,52.7,3.1,17.6,72.6,29.3,19.3,74.4,161
2025-03-12,Hisar,132.4,198.6,62.5,7.4,20.3,82.2,15.4,20.5,74.8,198
2025-03-19,Hisar,108.8,163.2,49.7,8.3,20.9,43.4,24.8,21.7,75.0,163
2025-03-26,Hisar,148.5,222.7,66.0,7.5,14.5,31.5,27.9,22.9,74.9,222
2025-04-02,Hisar,141.0,211.5,61.3,4.6,17.5,32.4,5.0,24.1,74.7,211
2025-04-09,Hisar,154.2,231.3,65.9,13.5,25.6,54.4,19.6,25.2,74.2,231
2025-04-16,Hisar,108.2,162.3,45.6,11.7,18.7,10.2,23.9,26.3,73.5,162
2025-04-23,Hisar,128.3,192.4,53.6,9.4,19.2,28.5,44.8,27.4,72.6,192
2025-04-30,Hisar,145.8,218.7,60.8,7.5,19.5,42.7,17.1,28.4,71.6,218
2025-05-07,Hisar,138.9,208.4,58.0,16.6,19.3,36.9,18.0,29.2,70.4,208
2025-05-14,Hisar,129.1,193.7,54.2,4.6,4.8,96.1,5.9,30.0,69.0,193
2025-05-21,Hisar,143.1,214.7,60.8,2.0,20.6,95.7,8.3,30.7,67.5,214
2025-05-28,Hisar,135.8,203.7,58.6,8.9,3.4,63.4,13.7,31.2,65.8,203
2025-06-04,Hisar,137.2,205.9,60.5,12.2,14.5,46.8,35.6,31.6,64.1,205
2025-06-11,Hisar,119.7,179.6,54.2,12.2,19.8,66.9,9.1,31.9,62.4,179
2025-06-18,Hisar,135.0,202.5,62.9,4.6,17.5,66.1,23.4,32.0,60.6,202
2025-06-25,Hisar,112.8,169.2,54.5,9.7,6.6,60.2,5.0,32.0,58.8,169
2025-07-02,Hisar,114.6,172.0,57.6,6.9,15.3,61.9,18.5,31.8,57.0,171
2025-07-09,Hisar,129.0,193.5,67.8,8.2,7.2,7.9,25.0,31.5,55.2,193
2025-07-16,Hisar,84.4,126.7,46.6,13.3,18.9,52.6,26.8,31.0,53.6,126
2025-07-23,Hisar,100.3,150.5,58.4,8.2,4.1,82.7,15.9,30.5,52.0,150
2025-07-30,Hisar,101.9,152.8,62.9,9.7,15.1,12.1,22.3,29.7,50.5,152
2025-08-06,Hisar,96.9,145.4,63.6,12.3,19.7,47.5,26.1,28.9,49.2,145
2025-08-13,Hisar,84.6,127.0,59.2,5.8,19.2,38.8,16.2,28.0,48.0,126
2025-08-20,Hisar,69.2,103.8,51.8,13.5,30.4,68.7,35.6,27.0,47.0,151
2025-08-27,Hisar,77.8,116.7,62.4,10.4,11.1,84.3,26.7,25.9,46.2,116
